refreshed_time,province,kabupaten_kota,candidate_1_votes,candidate_2_votes,candidate_3_votes,total_votes
2024-02-20 23:15:39.355539,Luar Negeri,"Marseille, Perancis",73.0,178.0,186.0,437.0
2024-02-20 23:15:39.355539,Luar Negeri,"Melbourne, Australia",1146.0,1267.0,2394.0,4807.0
2024-02-20 23:15:39.355539,Luar Negeri,"Mexico City, Mexico",28.0,95.0,111.0,234.0
2024-02-20 23:15:39.355539,Luar Negeri,"Moskow, Rusia",103.0,214.0,107.0,424.0
2024-02-20 23:15:39.355539,Luar Negeri,"Mumbai, India",101.0,159.0,92.0,352.0
2024-02-20 23:15:39.355539,Luar Negeri,"Muscat, Oman",345.0,575.0,139.0,1059.0
2024-02-20 23:15:39.355539,Luar Negeri,"Nairobi, Kenya",66.0,52.0,64.0,182.0
2024-02-20 23:15:39.355539,Luar Negeri,"New Delhi, India",89.0,106.0,91.0,286.0
2024-02-20 23:15:39.355539,Luar Negeri,"New York, Amerika Serikat",621.0,1150.0,1629.0,3400.0
2024-02-20 23:15:39.355539,Luar Negeri,"Noumea, Perancis",41.0,99.0,84.0,224.0
2024-02-20 23:15:39.355539,Luar Negeri,"Osaka, Jepang",1034.0,1749.0,627.0,3410.0
2024-02-20 23:15:39.355539,Luar Negeri,"Oslo, Norwegia",188.0,177.0,264.0,629.0
2024-02-20 23:15:39.355539,Luar Negeri,"Ottawa, Kanada",116.0,167.0,241.0,524.0
2024-02-20 23:15:39.355539,Luar Negeri,"Panama City, Panama",12.0,64.0,29.0,105.0
2024-02-20 23:15:39.355539,Luar Negeri,"Paramaribo, Suriname",5.0,38.0,26.0,69.0
2024-02-20 23:15:39.355539,Luar Negeri,"Paris, Perancis",382.0,594.0,859.0,1835.0
2024-02-20 23:15:39.355539,Luar Negeri,"Penang, Malaysia",1926.0,13579.0,1654.0,17159.0
2024-02-20 23:15:39.355539,Luar Negeri,"Perth, Australia",708.0,1137.0,1600.0,3445.0
2024-02-20 23:15:39.355539,Luar Negeri,"Phnom Penh, Kamboja",213.0,3854.0,352.0,4419.0
2024-02-20 23:15:39.355539,Luar Negeri,"Port Moresby, Papua Nugini",80.0,613.0,180.0,873.0
2024-02-20 23:15:39.355539,Luar Negeri,"Praha, Republik Ceko",63.0,185.0,112.0,360.0
2024-02-20 23:15:39.355539,Luar Negeri,"Pretoria, Afrika Selatan",80.0,67.0,54.0,201.0
2024-02-20 23:15:39.355539,Luar Negeri,"Quito, Ekuador",7.0,11.0,18.0,36.0
2024-02-20 23:15:39.355539,Luar Negeri,"Rabat, Morocco",188.0,78.0,52.0,318.0
2024-02-20 23:15:39.355539,Luar Negeri,"Riyadh, Arab Saudi",3294.0,3112.0,810.0,7216.0
2024-02-20 23:15:39.355539,Luar Negeri,"Roma, Italia",192.0,281.0,314.0,787.0
2024-02-20 23:15:39.355539,Luar Negeri,"San Francisco, Amerika Serikat",125.0,159.0,344.0,628.0
2024-02-20 23:15:39.355539,Luar Negeri,"Sana'a, Yaman",4268.0,396.0,89.0,4753.0
2024-02-20 23:15:39.355539,Luar Negeri,"Santiago, Chile",20.0,50.0,50.0,120.0
2024-02-20 23:15:39.355539,Luar Negeri,"Sarajevo, Bosnia dan Herzegovina",27.0,29.0,12.0,68.0
2024-02-20 23:15:39.355539,Luar Negeri,"Seoul, Korea Selatan",1542.0,4930.0,1213.0,7685.0
2024-02-20 23:15:39.355539,Luar Negeri,"Shanghai, Republik Rakyat Tiongkok",103.0,245.0,242.0,590.0
2024-02-20 23:15:39.355539,Luar Negeri,"Singapura, Singapura",3261.0,18567.0,8575.0,30403.0
2024-02-20 23:15:39.355539,Luar Negeri,"Sofia, Bulgaria",22.0,52.0,30.0,104.0
2024-02-20 23:15:39.355539,Luar Negeri,"Songkhla, Thailand",128.0,114.0,39.0,281.0
2024-02-20 23:15:39.355539,Luar Negeri,"Stockholm, Swedia",233.0,187.0,346.0,766.0
2024-02-20 23:15:39.355539,Luar Negeri,"Suva, Fiji",20.0,70.0,37.0,127.0
2024-02-20 23:15:39.355539,Luar Negeri,"Sydney, Australia",1910.0,2243.0,3629.0,7782.0
2024-02-20 23:15:39.355539,Luar Negeri,"Taipei, Taiwan",1404.0,22953.0,3736.0,28093.0
2024-02-20 23:15:39.355539,Luar Negeri,"Tashkent, Uzbekistan",30.0,63.0,19.0,112.0
2024-02-20 23:15:39.355539,Luar Negeri,"Tawau, Sabah",7825.0,35714.0,4097.0,47636.0
2024-02-20 23:15:39.355539,Luar Negeri,"Tehran, Iran",37.0,71.0,155.0,263.0
2024-02-20 23:15:39.355539,Luar Negeri,"Tokyo, Jepang",,,,
2024-02-20 23:15:39.355539,Luar Negeri,"Toronto, Kanada",288.0,508.0,931.0,1727.0
2024-02-20 23:15:39.355539,Luar Negeri,"Tripoli, Libya",159.0,15.0,9.0,183.0
2024-02-20 23:15:39.355539,Luar Negeri,"Tunis, Tunisia",88.0,45.0,43.0,176.0
2024-02-20 23:15:39.355539,Luar Negeri,"Vancouver, Kanada",325.0,659.0,1179.0,2163.0
2024-02-20 23:15:39.355539,Luar Negeri,"Vanimo, Papua Nugini",45.0,209.0,52.0,306.0
